Fecha,TRM,TRM_MA_30,TRM_MA_90
1999-11-26,1918.85,1951.6909999999998,1967.932
1999-11-27,1921.93,1950.1253333333332,1967.7743333333333
1999-11-28,1921.93,1948.675,1967.6166666666666
1999-11-29,1921.93,1947.0196666666666,1967.2523333333336
1999-11-30,1923.77,1945.4256666666668,1967.0581111111112
1999-12-01,1922.47,1943.7883333333332,1966.9248888888887
1999-12-02,1918.63,1942.0230000000001,1966.6515555555557
1999-12-03,1911.35,1940.1846666666668,1966.2972222222222
1999-12-04,1903.8,1938.288,1965.859
1999-12-05,1903.8,1936.3426666666667,1965.4207777777776
1999-12-06,1903.8,1934.4873333333335,1964.9373333333335
1999-12-07,1886.46,1932.054,1964.0111111111112
1999-12-08,1888.99,1929.7050000000002,1963.0848888888888
1999-12-09,1888.99,1927.5193333333332,1962.1173333333334
1999-12-10,1906.91,1926.1480000000001,1961.2895555555556
1999-12-11,1900.22,1924.4516666666668,1960.3874444444448
1999-12-12,1900.22,1922.512,1959.4853333333335
1999-12-13,1900.22,1920.4593333333332,1958.6227777777776
1999-12-14,1905.5,1918.5826666666665,1957.9001111111108
1999-12-15,1891.67,1916.245,1957.0566666666668
1999-12-16,1874.14,1913.323,1955.908
1999-12-17,1879.55,1910.5846666666664,1954.7132222222222
1999-12-18,1867.02,1907.943,1953.3792222222223
1999-12-19,1867.02,1905.9279999999999,1952.0452222222223
1999-12-20,1867.02,1903.9916666666666,1950.7716666666668
1999-12-21,1868.47,1902.1036666666666,1949.5828888888889
1999-12-22,1884.64,1900.7546666666667,1948.3860000000002
1999-12-23,1886.27,1899.1143333333334,1947.1794444444445
1999-12-24,1874.77,1897.44,1945.8364444444444
1999-12-25,1874.58,1896.164,1944.4913333333334
1999-12-26,1874.58,1894.6883333333333,1943.1462222222221
1999-12-27,1874.58,1893.1100000000001,1941.6055555555556
1999-12-28,1870.65,1891.400666666667,1940.125888888889
1999-12-29,1867.82,1889.5970000000002,1938.4653333333333
1999-12-30,1873.77,1887.9303333333332,1936.8944444444444
1999-12-31,1873.77,1886.3070000000002,1935.445
2000-01-01,1873.77,1884.8116666666667,1933.9955555555557
2000-01-02,1873.77,1883.559,1932.546111111111
2000-01-03,1873.77,1882.558,1931.225222222222
2000-01-04,1874.35,1881.5763333333334,1929.8237777777777
2000-01-05,1895.97,1881.3153333333332,1928.7155555555555
2000-01-06,1912.69,1882.1896666666667,1927.8212222222223
2000-01-07,1911.33,1882.9343333333334,1926.9166666666667
2000-01-08,1900.14,1883.306,1925.8877777777777
2000-01-09,1900.14,1883.080333333333,1924.8588888888887
2000-01-10,1900.14,1883.0776666666668,1923.837888888889
2000-01-11,1900.14,1883.075,1922.853888888889
2000-01-12,1902.25,1883.1426666666669,1921.9773333333335
2000-01-13,1904.54,1883.110666666667,1921.1855555555553
2000-01-14,1917.38,1883.9676666666667,1920.5226666666667
2000-01-15,1920.83,1885.5240000000001,1919.8981111111113
2000-01-16,1920.83,1886.9,1919.2735555555555
2000-01-17,1920.83,1888.6936666666666,1918.6489999999997
2000-01-18,1919.21,1890.4333333333334,1918.13
2000-01-19,1928.51,1892.483,1917.8075555555554
2000-01-20,1945.17,1895.0396666666666,1917.7983333333334
2000-01-21,1938.84,1896.8463333333334,1917.7161111111113
2000-01-22,1931.97,1898.3696666666667,1917.5575555555554
2000-01-23,1931.97,1900.276333333333,1917.3990000000001
2000-01-24,1931.97,1902.1893333333333,1917.2061111111109
2000-01-25,1943.88,1904.4993333333334,1916.9595555555557
2000-01-26,1939.63,1906.6676666666667,1916.6343333333332
2000-01-27,1958.17,1909.5849999999998,1916.5535555555557
2000-01-28,1976.14,1913.1956666666665,1916.604111111111
2000-01-29,1976.72,1916.6273333333334,1916.661111111111
2000-01-30,1976.72,1920.0590000000002,1916.718111111111
2000-01-31,1976.72,1923.4906666666668,1916.7751111111113
2000-02-01,1973.36,1926.8103333333336,1916.8513333333333
2000-02-02,1970.61,1930.0383333333334,1916.9614444444444
2000-02-03,1965.61,1933.0803333333336,1916.9997777777778
2000-02-04,1947.55,1934.7996666666666,1916.8674444444441
2000-02-05,1948.6,1935.9966666666664,1916.7467777777777
2000-02-06,1948.6,1937.2390000000003,1916.6261111111112
2000-02-07,1948.6,1938.8543333333334,1916.559888888889
2000-02-08,1950.59,1940.536,1916.588111111111
2000-02-09,1949.54,1942.1826666666666,1916.5706666666667
2000-02-10,1946.51,1943.7283333333332,1916.4384444444443
2000-02-11,1952.29,1945.3963333333334,1916.332777777778
2000-02-12,1948.16,1946.850333333333,1916.1812222222222
2000-02-13,1948.16,1947.8763333333334,1916.0296666666668
2000-02-14,1948.16,1948.7873333333332,1915.8781111111111
2000-02-15,1950.77,1949.7853333333335,1915.7566666666667
2000-02-16,1949.61,1950.7446666666667,1915.793777777778
2000-02-17,1946.79,1951.664,1916.0084444444442
2000-02-18,1945.31,1952.224,1916.2328888888887
2000-02-19,1947.41,1952.2986666666666,1916.4806666666664
2000-02-20,1947.41,1952.5843333333332,1916.7284444444444
2000-02-21,1947.41,1953.0989999999997,1916.8609999999999
2000-02-22,1943.83,1953.4943333333333,1917.070222222222
2000-02-23,1941.54,1953.8133333333333,1917.388888888889
2000-02-24,1944.18,1953.8233333333333,1917.6703333333332
2000-02-25,1947.72,1954.093,1917.956888888889
2000-02-26,1947.28,1953.73,1918.2385555555556
2000-02-27,1947.28,1952.768,1918.520222222222
2000-02-28,1947.28,1951.7866666666666,1918.7814444444443
2000-02-29,1946.17,1950.7683333333334,1919.0447777777777
2000-03-01,1948.05,1949.8126666666665,1919.3716666666664
2000-03-02,1950.88,1949.0633333333333,1919.8108888888887
2000-03-03,1956.8,1948.6029999999998,1920.399777777778
2000-03-04,1961.16,1948.4546666666668,1921.0371111111115
2000-03-05,1961.16,1948.9083333333333,1921.6744444444444
2000-03-06,1961.16,1949.3270000000002,1922.5044444444443
2000-03-07,1965.63,1949.8946666666666,1923.356
2000-03-08,1964.26,1950.4166666666667,1924.1923333333334
2000-03-09,1960.47,1950.746,1924.7874444444444
2000-03-10,1959.77,1951.087,1925.4491111111108
2000-03-11,1958.48,1951.486,1926.0964444444444
2000-03-12,1958.48,1951.6923333333332,1926.7437777777777
2000-03-13,1958.48,1952.0363333333335,1927.3324444444445
2000-03-14,1957.5,1952.3476666666668,1928.0638888888889
2000-03-15,1955.75,1952.6006666666667,1928.9706666666666
2000-03-16,1954.26,1952.7169999999999,1929.800777777778
2000-03-17,1950.01,1952.7303333333332,1930.722888888889
2000-03-18,1952.98,1952.9366666666667,1931.6779999999999
2000-03-19,1952.98,1953.1923333333332,1932.6331111111112
2000-03-20,1952.98,1953.3780000000002,1933.572111111111
2000-03-21,1952.98,1953.5636666666664,1934.3314444444443
2000-03-22,1956.98,1953.8826666666669,1935.1171111111112
2000-03-23,1959.84,1954.4163333333336,1936.0623333333335
2000-03-24,1954.57,1954.8506666666667,1936.9511111111112
2000-03-25,1954.83,1955.2056666666665,1937.8427777777779
2000-03-26,1954.83,1955.4426666666666,1938.734444444444
2000-03-27,1954.83,1955.6943333333334,1939.6697777777777
2000-03-28,1958.93,1956.0826666666667,1940.682111111111
2000-03-29,1955.14,1956.3446666666669,1941.5862222222224
2000-03-30,1949.75,1956.464,1942.4304444444447
2000-03-31,1951.56,1956.581,1943.2947777777777
2000-04-01,1958.12,1956.8223333333333,1944.232
2000-04-02,1958.12,1956.8663333333332,1945.1692222222223
2000-04-03,1958.12,1956.7649999999999,1946.1
2000-04-04,1963.22,1956.8336666666667,1946.8472222222222
2000-04-05,1964.1,1956.9316666666666,1947.4184444444445
2000-04-06,1968.92,1957.0413333333333,1948.0583333333334
2000-04-07,1986.96,1957.7979999999998,1949.0230000000001
2000-04-08,1996.24,1958.9903333333334,1950.090777777778
2000-04-09,1996.24,1960.206,1951.1585555555555
2000-04-10,1996.24,1961.4646666666665,1952.2263333333333
2000-04-11,1998.25,1962.7903333333334,1953.293
2000-04-12,1986.75,1963.7326666666665,1954.2064444444445
2000-04-13,1987.38,1964.7286666666666,1954.9842222222223
2000-04-14,1987.36,1965.7823333333333,1955.7234444444443
2000-04-15,1987.39,1966.8866666666668,1956.4630000000002
2000-04-16,1987.39,1968.1326666666669,1957.2025555555556
2000-04-17,1987.39,1969.2796666666666,1957.9601111111112
2000-04-18,1996.29,1970.7233333333336,1958.7132222222222
2000-04-19,2003.02,1972.3913333333333,1959.356
2000-04-20,1996.07,1973.8276666666668,1959.9918888888888
2000-04-21,1996.07,1975.1306666666667,1960.7041111111112
2000-04-22,1996.07,1976.3383333333334,1961.4163333333333
2000-04-23,1996.07,1977.7216666666666,1962.1285555555555
2000-04-24,1996.07,1979.0963333333334,1962.7084444444442
2000-04-25,1991.17,1980.3076666666668,1963.281111111111
2000-04-26,1988.65,1981.435,1963.6197777777777
2000-04-27,1998.95,1982.769,1963.8732222222222
2000-04-28,2002.95,1984.3626666666667,1964.1646666666663
2000-04-29,2004.47,1986.1866666666667,1964.4729999999997
2000-04-30,2004.47,1987.9503333333334,1964.7813333333331
2000-05-01,2004.47,1989.4953333333333,1965.127
2000-05-02,2004.47,1991.0403333333336,1965.503222222222
2000-05-03,2001.62,1992.4903333333334,1965.9033333333332
2000-05-04,2015.92,1994.2469999999998,1966.6630000000002
2000-05-05,2027.26,1996.3523333333333,1967.5370000000003
2000-05-06,2033.17,1998.494,1968.4766666666667
2000-05-07,2033.17,2000.0343333333335,1969.4163333333333
2000-05-08,2033.17,2001.2653333333333,1970.3338888888889
2000-05-09,2044.59,2002.877,1971.3899999999996
2000-05-10,2031.86,2004.0643333333333,1972.3383333333334
2000-05-11,2021.68,2004.8453333333334,1973.1093333333333
2000-05-12,2031.96,2006.3523333333333,1974.0404444444443
2000-05-13,2039.29,2008.0826666666665,1975.0529999999999
2000-05-14,2039.29,2009.8136666666664,1976.0655555555554
2000-05-15,2039.29,2011.5436666666667,1977.0491111111112
2000-05-16,2035.54,2013.1486666666667,1978.0038888888887
2000-05-17,2037.1,2014.8056666666666,1979.0073333333335
2000-05-18,2047.79,2016.5223333333333,1980.1460000000002
2000-05-19,2055.35,2018.2666666666667,1981.3453333333334
2000-05-20,2076.85,2020.9593333333332,1982.7835555555555
2000-05-21,2076.85,2023.6519999999998,1984.2217777777778
2000-05-22,2076.85,2026.3446666666669,1985.6997777777779
2000-05-23,2094.73,2029.6333333333334,1987.401888888889
2000-05-24,2111.94,2033.4956666666667,1989.265888888889
2000-05-25,2142.14,2038.5279999999998,1991.4261111111111
2000-05-26,2113.28,2042.6823333333334,1993.2705555555556
2000-05-27,2096.52,2045.9346666666668,1994.9287777777781
2000-05-28,2096.52,2049.0536666666667,1996.5870000000002
2000-05-29,2096.52,2052.1220000000003,1998.2575555555554
2000-05-30,2077.28,2054.549,1999.6934444444446
2000-05-31,2084.92,2057.230666666667,2001.1827777777778
2000-06-01,2096.96,2060.3136666666664,2002.740111111111
2000-06-02,2095.1,2063.4296666666664,2004.2283333333332
2000-06-03,2118.57,2066.8513333333335,2005.9773333333335
2000-06-04,2118.57,2069.895,2007.7263333333333
2000-06-05,2118.57,2072.741666666667,2009.4256666666665
2000-06-06,2118.57,2075.588333333333,2011.140222222222
2000-06-07,2121.73,2078.5403333333334,2012.932
2000-06-08,2127.03,2081.2883333333334,2014.7904444444446
2000-06-09,2125.3,2084.4030000000002,2016.644
2000-06-10,2115.86,2087.5423333333333,2018.3926666666669
2000-06-11,2115.86,2090.3390000000004,2020.1413333333333
2000-06-12,2115.86,2092.8913333333335,2021.900888888889
2000-06-13,2106.97,2095.1473333333333,2023.5811111111109
2000-06-14,2122.24,2097.912333333333,2025.4475555555555
2000-06-15,2111.09,2100.4306666666666,2027.2373333333335
2000-06-16,2110.57,2102.8796666666667,2028.9883333333335
2000-06-17,2114.8,2105.1133333333332,2030.7863333333332
2000-06-18,2114.8,2107.0950000000003,2032.5843333333337
2000-06-19,2114.8,2108.36,2034.3823333333335
2000-06-20,2115.15,2109.6366666666668,2036.1397777777777
2000-06-21,2123.58,2111.1943333333334,2037.9591111111113
2000-06-22,2134.34,2112.514666666667,2039.9565555555555
2000-06-23,2129.13,2113.087666666667,2041.8932222222224
2000-06-24,2123.99,2112.482666666667,2043.772777777778
2000-06-25,2123.99,2112.8396666666667,2045.6523333333332
2000-06-26,2123.99,2113.755333333333,2047.4863333333333
2000-06-27,2123.99,2114.6710000000003,2049.3624444444445
2000-06-28,2135.65,2115.9753333333333,2051.428
2000-06-29,2136.22,2117.94,2053.4797777777776
2000-06-30,2139.11,2119.7463333333335,2055.4907777777776
2000-07-01,2150.76,2121.5396666666666,2057.6312222222223
2000-07-02,2150.76,2123.395,2059.771666666667
2000-07-03,2150.76,2124.468,2061.8554444444444
2000-07-04,2150.76,2125.541,2063.9294444444445
2000-07-05,2151.05,2126.623666666667,2065.9531111111114
2000-07-06,2163.44,2128.1193333333335,2067.914
2000-07-07,2168.65,2129.6833333333334,2069.829666666667
2000-07-08,2165.51,2130.966,2071.7104444444444
2000-07-09,2165.51,2132.3063333333334,2073.5912222222223
2000-07-10,2165.51,2133.9613333333336,2075.449666666667
2000-07-11,2171.63,2135.8203333333336,2077.503888888889
2000-07-12,2182.56,2138.0436666666665,2079.6725555555554
2000-07-13,2172.16,2140.2166666666667,2081.725888888889
2000-07-14,2166.22,2141.6826666666666,2083.7128888888888
2000-07-15,2156.32,2143.1903333333335,2085.5898888888887
2000-07-16,2156.32,2144.7153333333335,2087.4668888888887
2000-07-17,2156.32,2146.0993333333336,2089.2450000000003
2000-07-18,2144.01,2147.073,2090.8115555555555
2000-07-19,2151.56,2148.2983333333336,2092.5392222222226
2000-07-20,2155.81,2149.6536666666666,2094.3141111111113
2000-07-21,2155.81,2150.728,2096.089
2000-07-22,2152.3,2151.326666666667,2097.824888888889
2000-07-23,2152.3,2152.099,2099.560777777778
2000-07-24,2152.3,2153.0426666666667,2101.351111111111
2000-07-25,2147.65,2153.8313333333335,2103.117777777778
2000-07-26,2153.91,2154.828666666667,2104.8395555555553
2000-07-27,2165.37,2156.208,2106.644222222222
2000-07-28,2173.78,2157.4790000000003,2108.5254444444445
2000-07-29,2172.79,2158.698,2110.395666666667
2000-07-30,2172.79,2159.820666666667,2112.265888888889
2000-07-31,2172.79,2160.555,2114.136111111111
2000-08-01,2174.55,2161.348,2116.0575555555556
2000-08-02,2175.02,2162.1566666666668,2117.825333333333
2000-08-03,2173.62,2162.918666666667,2119.4515555555554
2000-08-04,2177.67,2163.806,2121.057111111111
2000-08-05,2180.64,2164.3793333333333,2122.6956666666665
2000-08-06,2180.64,2164.779,2124.3342222222223
2000-08-07,2180.64,2165.2833333333333,2125.845888888889
2000-08-08,2180.64,2165.7876666666666,2127.4990000000003
2000-08-09,2176.52,2166.154666666667,2129.2194444444444
2000-08-10,2176.17,2166.306,2130.821777777778
2000-08-11,2179.6,2166.2073333333333,2132.380777777778
2000-08-12,2180.89,2166.4983333333334,2133.954111111111
2000-08-13,2180.89,2166.987333333333,2135.5274444444444
2000-08-14,2180.89,2167.806333333333,2137.1424444444447
2000-08-15,2180.99,2168.6286666666665,2138.7412222222224
2000-08-16,2185.45,2169.5996666666665,2140.2707777777778
2000-08-17,2185.46,2170.981333333333,2141.7164444444443
2000-08-18,2185.75,2172.121,2142.9264444444443
2000-08-19,2183.01,2173.027666666667,2144.106
2000-08-20,2183.01,2173.9343333333336,2145.2855555555557
2000-08-21,2183.01,2174.958,2146.2664444444445
2000-08-22,2183.01,2175.9816666666666,2147.056111111111
2000-08-23,2187.83,2177.166,2147.563777777778
2000-08-24,2196.72,2178.8016666666667,2148.490888888889
2000-08-25,2205.6,2180.5246666666667,2149.7028888888885
2000-08-26,2208.82,2181.973,2150.9506666666666
2000-08-27,2208.82,2183.141,2152.1984444444447
2000-08-28,2208.82,2184.342,2153.6600000000003
2000-08-29,2208.17,2185.521333333333,2155.0294444444444
2000-08-30,2204.22,2186.5690000000004,2156.2212222222224
2000-08-31,2208.21,2187.691,2157.478
2000-09-01,2212.97,2188.9559999999997,2158.5268888888886
2000-09-02,2214.0,2190.302,2159.5872222222224
2000-09-03,2214.0,2191.513,2160.6475555555558
2000-09-04,2214.0,2192.625,2161.7078888888886
2000-09-05,2210.32,2193.6143333333334,2162.692222222222
2000-09-06,2211.13,2194.6306666666665,2163.6266666666666
2000-09-07,2211.11,2195.646333333333,2164.580111111111
2000-09-08,2209.18,2196.735,2165.617
2000-09-09,2204.85,2197.691,2166.605777777778
2000-09-10,2204.85,2198.5326666666665,2167.5945555555554
2000-09-11,2204.85,2199.3313333333335,2168.6821111111108
2000-09-12,2206.39,2200.1813333333334,2169.617111111111
2000-09-13,2206.93,2201.0493333333334,2170.6820000000002
2000-09-14,2208.64,2201.9709999999995,2171.7716666666665
2000-09-15,2212.73,2202.8803333333335,2172.8597777777777
2000-09-16,2210.34,2203.709666666667,2173.921333333333
2000-09-17,2210.34,2204.5293333333334,2174.9828888888887
2000-09-18,2210.34,2205.440333333333,2176.0405555555553
2000-09-19,2211.36,2206.385333333333,2177.0158888888886
2000-09-20,2210.81,2207.312,2177.8655555555556
2000-09-21,2212.93,2208.309333333333,2178.7966666666666
2000-09-22,2223.46,2209.4970000000003,2179.9018888888886
2000-09-23,2232.24,2210.6809999999996,2181.1046666666666
2000-09-24,2232.24,2211.569,2182.3074444444446
2000-09-25,2232.24,2212.349666666667,2183.510222222222
2000-09-26,2228.05,2212.9906666666666,2184.536888888889
2000-09-27,2222.67,2213.452333333333,2185.497444444444
2000-09-28,2216.93,2213.7443333333335,2186.3621111111115
2000-09-29,2211.94,2214.0016666666666,2187.041888888889
2000-09-30,2212.26,2214.1366666666668,2187.7252222222223
2000-10-01,2212.26,2214.113,2188.4085555555557
2000-10-02,2212.26,2214.055,2189.091888888889
2000-10-03,2210.4,2213.935,2189.751333333333
2000-10-04,2201.51,2213.5186666666664,2190.174333333333
2000-10-05,2194.98,2213.0073333333335,2190.4668888888887
2000-10-06,2185.06,2212.138333333334,2190.684111111111
2000-10-07,2187.38,2211.347333333333,2190.927111111111
2000-10-08,2187.38,2210.6206666666667,2191.170111111111
2000-10-09,2187.38,2210.038333333333,2191.3451111111112
2000-10-10,2184.26,2209.352,2191.3639999999996
2000-10-11,2182.17,2208.596,2191.4752222222223
2000-10-12,2175.97,2207.5820000000003,2191.5835555555554
2000-10-13,2175.96,2206.549666666667,2191.8017777777777
2000-10-14,2180.69,2205.6180000000004,2192.0725555555555
2000-10-15,2180.69,2204.55,2192.3433333333332
2000-10-16,2180.69,2203.561666666667,2192.750888888889
2000-10-17,2180.69,2202.5733333333337,2193.0745555555554
2000-10-18,2178.13,2201.499666666667,2193.3225555555555
2000-10-19,2162.86,2199.8830000000003,2193.400888888889
2000-10-20,2152.31,2197.933,2193.401
2000-10-21,2159.79,2196.161666666667,2193.484222222222
2000-10-22,2159.79,2194.0393333333336,2193.5674444444444
2000-10-23,2159.79,2191.624333333333,2193.702333333333
2000-10-24,2157.84,2189.144333333333,2193.746
2000-10-25,2153.18,2186.509,2193.6105555555555
2000-10-26,2170.32,2184.5846666666666,2193.5721111111116
2000-10-27,2167.26,2182.737666666667,2193.5106666666666
2000-10-28,2158.14,2180.7780000000002,2193.347888888889
2000-10-29,2158.14,2178.9846666666667,2193.185111111111
2000-10-30,2158.14,2177.1806666666666,2193.0027777777777
2000-10-31,2158.36,2175.384,2192.817666666667
2000-11-01,2147.89,2173.2383333333332,2192.5317777777777
2000-11-02,2138.95,2170.8566666666666,2192.1015555555555
2000-11-03,2136.73,2168.6973333333335,2191.6136666666666
2000-11-04,2139.21,2166.8383333333336,2191.153333333333
2000-11-05,2139.21,2165.31,2190.693
2000-11-06,2139.21,2163.704333333333,2190.232666666667
2000-11-07,2139.21,2162.0986666666668,2189.818111111111
2000-11-08,2134.08,2160.322,2189.3504444444447
2000-11-09,2124.84,2158.3413333333333,2188.742
2000-11-10,2127.51,2156.519333333333,2188.148888888889
2000-11-11,2126.41,2154.8673333333336,2187.5435555555555
2000-11-12,2126.41,2153.2156666666665,2186.938222222222
2000-11-13,2126.41,2151.4063333333334,2186.3317777777775
2000-11-14,2126.41,2149.5969999999998,2185.675777777778
2000-11-15,2125.17,2147.7463333333335,2185.005888888889
2000-11-16,2125.31,2145.9003333333335,2184.3343333333337
2000-11-17,2121.64,2144.0173333333337,2183.6524444444444
2000-11-18,2122.63,2142.6763333333333,2182.9815555555556
2000-11-19,2122.63,2141.687,2182.3106666666667
2000-11-20,2122.63,2140.4483333333333,2181.639777777778
2000-11-21,2122.61,2139.2090000000003,2180.915111111111
2000-11-22,2124.16,2138.021333333333,2180.108888888889
2000-11-23,2131.76,2137.152,2179.288444444445
2000-11-24,2141.14,2136.7506666666663,2178.5364444444444
2000-11-25,2141.91,2135.8036666666667,2177.793
2000-11-26,2141.91,2134.9586666666664,2177.0495555555553
2000-11-27,2141.91,2134.4176666666667,2176.3133333333335
2000-11-28,2158.05,2134.4146666666666,2175.800333333333
2000-11-29,2169.82,2134.8039999999996,2175.373777777778
2000-11-30,2172.84,2135.2866666666664,2174.927888888889
2000-12-01,2168.6,2135.977,2174.4234444444446
2000-12-02,2174.85,2137.1736666666666,2173.9884444444447
2000-12-03,2174.85,2138.4443333333334,2173.5534444444443
2000-12-04,2174.85,2139.6323333333335,2173.1593333333335
2000-12-05,2180.3,2141.002,2172.816777777778
2000-12-06,2184.18,2142.5009999999997,2172.5175555555556
2000-12-07,2174.29,2143.6703333333335,2172.129888888889
2000-12-08,2176.33,2145.078666666667,2171.813
2000-12-09,2176.33,2146.795,2171.4961111111115
2000-12-10,2176.33,2148.4223333333334,2171.179222222222
2000-12-11,2176.33,2150.086333333333,2170.8452222222218
2000-12-12,2175.57,2151.725,2170.496777777778
2000-12-13,2183.08,2153.614,2170.2127777777782
2000-12-14,2186.87,2155.6293333333333,2169.9254444444446
2000-12-15,2184.76,2157.6156666666666,2169.641222222222
2000-12-16,2175.91,2159.3023333333335,2169.2586666666666
2000-12-17,2175.91,2161.1113333333333,2168.876111111111
2000-12-18,2175.91,2162.8873333333336,2168.482222222222
2000-12-19,2179.13,2164.7706666666663,2168.130222222222
2000-12-20,2187.17,2166.922,2167.844
2000-12-21,2185.05,2169.003333333333,2167.4172222222223
2000-12-22,2187.02,2171.0986666666668,2166.9147777777775
2000-12-23,2193.57,2173.159,2166.485111111111
2000-12-24,2193.57,2174.9066666666668,2166.0554444444447
2000-12-25,2193.57,2176.6286666666665,2165.6723333333334
2000-12-26,2193.57,2178.3506666666667,2165.349
2000-12-27,2196.76,2180.1789999999996,2165.1248888888886
2000-12-28,2215.35,2182.0890000000004,2165.1627777777776
2000-12-29,2229.18,2184.067666666667,2165.3507777777777
2000-12-30,2229.18,2185.9456666666665,2165.538777777778
2000-12-31,2229.18,2187.9649999999997,2165.7267777777774
2001-01-01,2229.18,2189.776,2165.9354444444443
2001-01-02,2229.18,2191.587,2166.242888888889
2001-01-03,2219.6,2193.078666666667,2166.5164444444445
2001-01-04,2224.38,2194.5480000000002,2166.9533333333334
2001-01-05,2239.89,2196.4049999999997,2167.536777777778
2001-01-06,2243.16,2198.7006666666666,2168.1565555555553
2001-01-07,2243.16,2200.928333333333,2168.7763333333332
2001-01-08,2243.16,2203.156,2169.430777777778
2001-01-09,2243.16,2205.3836666666666,2170.1084444444446
2001-01-10,2235.43,2207.353666666667,2170.769111111111
2001-01-11,2230.14,2209.1726666666664,2171.371111111111
2001-01-12,2246.58,2211.289333333333,2172.1032222222225
2001-01-13,2251.75,2213.4519999999998,2172.892777777778
2001-01-14,2251.75,2215.685,2173.682333333333
2001-01-15,2251.75,2218.213,2174.4718888888888
2001-01-16,2248.61,2220.6363333333334,2175.2549999999997
2001-01-17,2245.89,2222.9689999999996,2176.1775555555555
2001-01-18,2236.46,2224.8799999999997,2177.1125555555554
2001-01-19,2246.74,2226.8656666666666,2178.0786666666663
2001-01-20,2244.59,2228.8503333333333,2179.0208888888887
2001-01-21,2244.59,2230.769333333333,2179.963111111111
2001-01-22,2244.59,2232.47,2180.927
2001-01-23,2240.02,2234.018333333333,2181.891888888889
2001-01-24,2255.82,2236.0933333333332,2182.8418888888887
2001-01-25,2254.35,2238.1193333333335,2183.8095555555556
2001-01-26,2250.03,2239.895,2184.8305555555557
2001-01-27,2245.46,2240.8986666666665,2185.800777777778
2001-01-28,2245.46,2241.441333333333,2186.7709999999997
2001-01-29,2245.46,2241.984,2187.738777777778
2001-01-30,2240.56,2242.3633333333337,2188.7684444444444
2001-01-31,2240.8,2242.750666666667,2189.900111111111
2001-02-01,2242.08,2243.1806666666666,2191.0706666666665
2001-02-02,2240.04,2243.862,2192.191
2001-02-03,2242.2,2244.4559999999997,2193.3353333333334
2001-02-04,2242.2,2244.5330000000004,2194.4796666666666
2001-02-05,2242.2,2244.5009999999997,2195.6240000000003
2001-02-06,2238.35,2244.3406666666665,2196.7825555555555
2001-02-07,2235.03,2244.0696666666668,2198.0068888888886
2001-02-08,2238.09,2243.900666666667,2199.2355555555555
2001-02-09,2242.68,2244.1423333333337,2200.5274444444444
2001-02-10,2237.58,2244.3903333333337,2201.762666666667
2001-02-11,2237.58,2244.090333333333,2202.997888888889
2001-02-12,2237.58,2243.618,2204.233111111111
2001-02-13,2229.59,2242.8793333333333,2205.3933333333334
2001-02-14,2237.37,2242.4,2206.6384444444443
2001-02-15,2239.03,2242.0806666666667,2207.942777777778
2001-02-16,2238.61,2241.838,2209.231444444444
2001-02-17,2238.51,2241.9063333333334,2210.519
2001-02-18,2238.51,2241.632,2211.8065555555554
2001-02-19,2238.51,2241.4293333333335,2213.0943333333335
2001-02-20,2245.16,2241.4483333333333,2214.438777777778
2001-02-21,2247.09,2241.5316666666668,2215.7202222222218
2001-02-22,2252.65,2241.9526666666666,2216.9592222222223
2001-02-23,2252.86,2241.854,2218.192
2001-02-24,2257.7,2241.9656666666665,2219.4785555555554
2001-02-25,2257.7,2242.2213333333334,2220.765111111111
2001-02-26,2257.7,2242.629333333333,2221.8723333333332
2001-02-27,2256.42,2242.9946666666665,2222.834555555555
2001-02-28,2257.45,2243.394333333333,2223.7746666666667
2001-03-01,2259.64,2244.0303333333336,2224.7862222222225
2001-03-02,2265.44,2244.851666666667,2225.7927777777777
2001-03-03,2264.09,2245.5853333333334,2226.7843333333335
2001-03-04,2264.09,2246.387,2227.775888888889
2001-03-05,2264.09,2247.116666666667,2228.706888888889
2001-03-06,2259.07,2247.6789999999996,2229.539
2001-03-07,2260.33,2248.2833333333333,2230.495
2001-03-08,2262.06,2249.073666666666,2231.4475555555555
2001-03-09,2262.55,2249.991,2232.4055555555556
2001-03-10,2264.01,2250.8550000000005,2233.3797777777777
2001-03-11,2264.01,2251.5660000000003,2234.3540000000003
2001-03-12,2264.01,2252.447,2235.336666666667
2001-03-13,2275.98,2253.727,2236.3688888888887
2001-03-14,2275.92,2255.0049999999997,2237.358333333333
2001-03-15,2282.01,2256.7523333333334,2238.438888888889
2001-03-16,2281.02,2258.2073333333333,2239.606777777778
2001-03-17,2282.96,2259.6716666666666,2240.7962222222222
2001-03-18,2282.96,2261.15,2241.9856666666665
2001-03-19,2282.96,2262.631666666667,2243.1393333333335
2001-03-20,2282.96,2264.1133333333332,2244.203666666667
2001-03-21,2282.17,2265.5686666666666,2245.282777777778
2001-03-22,2284.04,2266.864666666667,2246.360777777778
2001-03-23,2290.02,2268.2956666666664,2247.4324444444446
2001-03-24,2295.74,2269.7320000000004,2248.567666666667
2001-03-25,2295.74,2271.161333333334,2249.7028888888885
2001-03-26,2295.74,2272.429333333333,2250.838111111111
2001-03-27,2293.99,2273.639,2251.9184444444445
2001-03-28,2299.68,2275.038333333333,2252.8554444444444
2001-03-29,2303.86,2276.6196666666665,2253.6852222222224
